SMILES,Side Effects
C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3CC[C@H](N3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCC(C(=O)N)N1CCCC1=O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Pregnancy, puerperium and perinatal conditions', 'Ear and labyrinth disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Gastrointestinal disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I,"['Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Surgical and medical procedures', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Surgical and medical procedures', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Gastrointestinal disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Psychiatric disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Surgical and medical procedures', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCO.C[C@@H]1C2C(C3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.C[C@@H]1C2C(C3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.O.Cl.Cl,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,"['Hepatobiliary disorders', 'Investigations', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Cardiac disorders', 'Nervous system disorders']"
CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Surgical and medical procedures', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders']"
C1C2CNCC1C3=CC4=NC=CN=C4C=C23,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3],"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Surgical and medical procedures', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=CCS3)C(=O)O,"['Investigations', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Renal and urinary disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C=CCN.C1C(O1)CCl.C(=O)(O)O,"['Gastrointestinal disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations']"
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O[C@@H]3[C@H](O[C@H]([C@@H]3O)N4C=CC(=O)NC4=O)CO)O)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Cardiac disorders', 'Nervous system disorders']"
COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Pregnancy, puerperium and perinatal conditions', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C(C=O)C(C=O)O,"['Metabolism and nutrition disorders', 'Product issues', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O,"['Investigations', 'Gastrointestinal disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Cardiac disorders', 'Nervous system disorders']"
CC(O)(P(=O)(O)O)P(=O)(O)O,"['Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Endocrine disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Surgical and medical procedures', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)NC3C(OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
